Id	Desc	Name	SceneResource	DBIndex	SceneRuleID	Type	IsOriginalWorldLoad	IsBigWorldLoad	IsBattleServerLoad	IsBattleCopySceneWorldLoad	Length	Width	Obstacle	Tussock	SceneMapTexture	SceneMapWidth	SceneMapHeight	SceneMapLogicWidth	BGMusic	CopySceneID	CopySceneReEnterable	MaxInstCount	PlayersMaxA	PlayersMaxB	PlayersMaxC	GroupNormalSize	GroupSlowSize	GroupPauseSize	ReliveType_1	ReliveType_2	ReliveType_3	ReliveType_4	Entry_x	Entry_z	Safe_x	Safe_z	ReliveOriginalNum	ReliveEntryNum	EnterSceneEffect	LeaveSceneEffect	WMEnterLevelLimit	EnterNoticeDicID	CanUsePlanScene	PlayerViewRadius	PlayerViewEdgeInc	ChangeTab	SafeAreaIndex	DamageRefixAreaIndex	SeamlessOffSetX	SeamlessOffsetZ	IsSeamlessLoadAll	LoadLevel	IsHideSummonMonster	IsAutoDisableOtherPlayerEffect	OpenNearPlayerLv	CancelGuiDaoGuWangTrans	CancelLieShanTrans	OpenMainUIAutoFade	IsTianHuaFly	ChatPaoMinLevel	InviteeLv	IsMagicSkillOpen
69	蛮荒-相位	蛮荒	36	69	12	2	1	0	0	0	128	128	./Scene/Yw_Manhuang.path		manhuang	384	384	128	210	52	0	-1	40	56	-1	16	80	100	1	1	1	1	120.4	9.9	120.4	9.9	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
70	河阳相位（无小怪）	河阳城	7	70	12	2	1	0	0	0	128	128	./Scene/Zc_Heyangcheng.path		heyangcheng	384	384	128	41	4	0	-1	40	56	-1	16	80	100	1	1	1	1	52	67	79.92	63.41	-1	-1	0	0	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	1	1	0	9	1
71	鬼王相位（无小怪）	狐岐山	12	71	12	2	1	0	0	0	128	128	./Scene/Yw_huqishan.path		huqishan	384	384	128	41	9	0	-1	40	56	-1	16	80	100	1	1	1	1	3.43	9.51	3.43	9.51	-1	-1	0	0	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	1	1	0	-1	1
72	合欢相位（无小怪）	逍遥涧	15	72	12	2	1	0	0	0	128	128	./Scene/Yw_xiaoyaojian.path		xiaoyaojian	384	384	128	41	14	0	-1	40	56	-1	16	80	100	1	1	1	1	57.85	11.83	86.82	63.18	-1	-1	0	0	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	1	1	0	-1	1
73	天音相位（无小怪）	天音寺	14	73	12	2	1	0	0	0	128	128	./Scene/Yw_Tianyinsi.path		tianyinsi	384	384	128	335	6	0	-1	40	56	-1	16	80	100	1	1	1	1	113.37	12.42	86.82	63.18	-1	-1	0	0	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	1	1	0	-1	1
74	空桑山相位（无小怪）	空桑山	17	74	12	2	1	0	0	0	128	128	./Scene/Yw_Kongsangshan.path		kongsangshan	384	384	128	335	25	0	-1	40	56	-1	16	80	100	1	1	1	1	3.43	9.51	3.43	9.51	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	1	1	0	-1	1
75	小池镇相位（无小怪）	小池镇	4	75	12	2	1	0	0	0	128	128	./Scene/Yw_Xiaochizhen.path		xiaochizhen	384	384	128	3	24	0	-1	40	56	-1	16	80	100	1	1	1	1	49	86	49	86	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	1	1	0	-1	1
76	玄火坛相位（无小怪）	玄火坛一层	24	76	12	2	1	0	0	0	128	128	./Scene/Yw_Fenxianggu.path		xuanhuotan1	144	144	48	238	30	0	-1	40	56	-1	16	80	100	1	1	1	1	11.2	13.19	11.2	13.19	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	1	1	0	-1	1
77	青云相位（无小怪）	青云山	3	77	12	2	1	0	0	0	128	128	./Scene/zc_qingyunshan.path		qingyunshan	384	384	128	335	5	0	-1	40	56	-1	16	80	100	1	1	1	1	3.43	9.51	86.82	63.18	-1	-1	0	0	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	1	1	0	-1	1
78	大王村相位（无小怪）	大王村	30	78	12	2	1	0	0	0	128	128	./Scene/Yw_Dawangcun.path		dawangcun	384	384	128	254	30	0	-1	40	56	-1	16	80	100	1	1	1	1	16.38	24.88	16.38	24.88	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	1	1	0	-1	1
79	死泽相位（无小怪）	死亡沼泽	22	79	12	2	1	0	0	0	128	128	./Scene/Yw_Xifangzhaoze.path		xifangzhaoze	384	384	128	143	49	0	-1	40	56	-1	16	80	100	1	1	1	1	12.29	12.43	12.29	12.43	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	1	1	0	-1	1
80	七里峒相位（无小怪）	七里峒	19	80	12	2	1	0	0	0	128	128	./Scene/Yw_Qilitong.path		qilidong	384	384	128	119	38	0	-1	40	56	-1	16	80	100	1	1	1	1	13.62	115.81	13.62	115.81	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	1	1	0	-1	1
81	流波山相位（无小怪）	流波山	23	81	12	2	1	0	0	0	128	128	./Scene/Yw_Liuboshan.path		liuboshan	384	384	128	41	0	0	-1	40	56	-1	16	80	100	1	1	1	1	16.09	67.57	16.09	67.57	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	1	1	0	-1	1
82	十万大山相位（无小怪）	十万大山	35	82	12	2	1	0	0	0	128	128	./Scene/Yw_Shiwandashan.path		shiwandashan	384	384	128	360	46	0	-1	40	56	-1	16	80	100	1	1	1	1	101.67	24.62	101.67	24.62	-1	-1	1	1	90	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	1	1	0	-1	1
83	妖兽突袭-流波山-相位	流波山	23	83	14	2	1	0	0	0	128	128	./Scene/Yw_Liuboshan.path		liuboshan	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	2.41	67.76	2.41	67.76	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
84	妖兽突袭-焚香谷-相位	焚香谷	29	84	14	2	1	0	0	0	128	128	./Scene/Yw_Fenxianggu.path		fenxianggu	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	11.2	13.19	11.2	13.19	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
85	妖兽突袭-大王村-相位	大王村	30	85	14	2	1	0	0	0	128	128	./Scene/Yw_Dawangcun.path		dawangcun	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	75.7	60	75.7	60	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
86	妖兽突袭-死亡沼泽-相位	死亡沼泽	22	86	14	2	1	0	0	0	128	128	./Scene/Yw_Xifangzhaoze.path		xifangzhaoze	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	12.29	12.43	12.29	12.43	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
87	妖兽突袭-七里峒-相位	七里峒	19	87	14	2	1	0	0	0	128	128	./Scene/Yw_Qilitong.path		qilidong	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	13.62	115.81	13.62	115.81	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
88	毒蛇谷-相位(无小怪)	毒蛇谷	27	88	12	2	1	0	0	0	128	128	./Scene/Yw_Dushegu.path		dushegu	384	384	128	210	51	0	-1	40	56	-1	16	80	100	1	1	1	1	13.8	112.4	13.8	112.4	-1	-1	1	1	30	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	1	1	0	-1	1
89	鸿蒙古地	鸿蒙古地	37	89	0	1	1	0	0	0	128	128	./Scene/Yw_Hongmenggudi.path		hongmenggudi	384	384	128	485	46	0	-1	40	56	-1	8	80	100	1	1	1	1	109.8	81.3	109.8	81.3	-1	-1	1	1	125	-1	1	16	4	0	-1	-1	0	0	0	2	0	0	1	0	0	0	1	0	-1	1
90	修罗	修罗	38	90	0	1	1	0	0	0	128	128	./Scene/Yw_Xiuluo.path		xiuluo	384	384	128	532	0	0	-1	40	56	-1	8	80	100	1	1	1	1	64.2	20.8	64.2	20.8	-1	-1	1	1	135	-1	1	16	4	0	-1	-1	0	0	0	2	0	0	1	0	0	0	1	0	-1	1
91	蟠龙峰	蟠龙峰	40	91	0	1	1	0	0	0	128	128	./Scene/Yw_Panlongfeng.path		panlongfeng	384	384	128	626	0	0	-1	40	56	-1	8	80	100	1	1	1	1	106.7	103.49	106.7	103.49	-1	-1	1	1	150	-1	1	16	4	0	-1	-1	0	0	0	2	0	0	1	0	0	0	1	0	-1	1
92	大王村相位	大王村-幕后真凶	30	92	6	2	1	0	0	0	128	128	./Scene/Yw_Xifangzhaoze.path		dawangcun	384	384	128	143	53	0	-1	40	56	-1	16	80	100	1	1	1	1	16.38	24.88	34.28	95.49	-1	-1	0	0	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
93	死泽相位	死亡沼泽-大战玄蛇	22	93	6	2	1	0	0	0	128	128	./Scene/Yw_Dawangcun.path		xifangzhaoze	384	384	128	254	54	0	-1	40	56	-1	16	80	100	1	1	1	1	12.29	12.43	107.97	113.44	-1	-1	0	0	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
94	多人竞技副本	多人竞技	107	94	6	2	1	1	0	0	64	64	./Scene/Fb_Wangzhezhengba.path		wangzhezhengba	192	192	64	57	64	1	-1	40	56	-1	10	80	100	0	0	1	0	32.39	30	32.39	30	-1	-1	0	0	1	-1	1	1000	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
95	大世界场景	上古异界	41	95	19	1	0	1	0	0	512	512	./Scene/Bw_Shangguyijie.path		changshengdian	1536	1536	512	652	0	0	-1	80	100	120	1	80	100	1	1	1	1	207.2	262.25	207.2	262.25	-1	-1	1	1	120	-1	1	16	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
96	副本	玄冥殿	106	96	6	2	1	1	0	0	48	48	./Scene/Fb_moshenjianglin.path		xuanhuotan1	144	144	48	206	77	0	-1	40	56	-1	10	80	100	1	1	1	1	24.22	1	24.22	1	-1	-1	0	0	1	-1	0	1000	4	1	-1	-1	0	0	0	1	0	1	1	0	0	0	1	0	-1	1
97	副本	夫妻副本	34	97	6	2	1	0	0	0	70	70	./Scene/Fb_Jiehun_di.path		jiehun	210	210	70	288	84	0	-1	40	56	-1	10	80	100	1	1	1	1	32	20	32	20	-1	-1	0	0	45	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
98	大世界相位	长生界	41	98	4	2	0	1	0	0	512	512	./Scene/Bw_Shangguyijie.path		changshengdian	1536	1536	512	485	86	0	-1	40	56	-1	16	80	100	1	1	1	1	207.2	262.25	207.2	262.25	-1	-1	0	0	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
99	大世界相位（无小怪）	长生界	41	99	12	2	0	1	0	0	512	512	./Scene/Bw_Shangguyijie.path		changshengdian	1536	1536	512	485	86	0	-1	40	56	-1	16	80	100	1	1	1	1	207.2	262.25	207.2	262.25	-1	-1	0	0	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
100	妖兽突袭-小池镇-相位	小池镇	4	100	14	2	1	0	0	0	128	128	./Scene/Yw_Xiaochizhen.path		xiaochizhen	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	5.94	4.72	5.94	4.72	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
101	妖兽突袭-空桑山-相位	空桑山	17	101	14	2	1	0	0	0	128	128	./Scene/Yw_Kongsangshan.path		kongsangshan	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	16.71	116.9	110.54	104.17	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
102	野外	玄火坛二层	25	102	11	1	1	0	0	0	32	32	./Scene/Fb_xuanhuotandierceng.path		xuanhuotan2	96	96	32	31	0	0	-1	40	56	-1	8	80	100	1	1	1	1	15.88	5.98	67.09	90.52	-1	-1	1	1	65	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
103	野外	狐岐山地宫	26	103	11	1	1	0	0	0	32	32	./Scene/Fb_huqishandigong.path		huqishandigong	96	96	32	226	0	0	-1	40	56	-1	8	80	100	1	1	1	1	16.05	6.58	76.23	25.08	-1	-1	1	1	15	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
104	天地宝库	天地宝库	32	104	12	2	1	0	0	0	32	32	./Scene/Fb_Tiandibaoku.path		tiandibaoku	96	96	32	2	5	0	-1	40	56	-1	10	80	100	1	1	1	1	-1	-1	14.55	59.21	-1	-1	0	0	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
105	妖兽突袭-空桑山-相位-入口NPC_ID：740	空桑山	17	105	14	2	1	0	0	0	128	128	./Scene/Yw_Kongsangshan.path		kongsangshan	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	59.91	20.98	55.69	38.35	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
106	妖兽突袭-空桑山-相位-入口NPC_ID：739	空桑山	17	106	14	2	1	0	0	0	128	128	./Scene/Yw_Kongsangshan.path		kongsangshan	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	77.42	71.49	22.1	20.98	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
107	妖兽突袭-空桑山-相位-入口NPC_ID：738	空桑山	17	107	14	2	1	0	0	0	128	128	./Scene/Yw_Kongsangshan.path		kongsangshan	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	101.27	109.26	101.27	109.26	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
108	妖兽突袭-空桑山-相位-入口NPC_ID：737	空桑山	17	108	14	2	1	0	0	0	128	128	./Scene/Yw_Kongsangshan.path		kongsangshan	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	19.29	14.8	19.29	14.8	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
109	妖兽突袭-空桑山-相位-入口NPC_ID：736	空桑山	17	109	14	2	1	0	0	0	128	128	./Scene/Yw_Kongsangshan.path		kongsangshan	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	20.58	45.99	20.58	45.99	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
110	妖兽突袭-空桑山-相位-入口NPC_ID：735	空桑山	17	110	14	2	1	0	0	0	128	128	./Scene/Yw_Kongsangshan.path		kongsangshan	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	15.36	114.46	15.36	114.46	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
111	妖兽突袭-小池镇-相位-入口NPC_ID：740	小池镇	4	111	14	2	1	0	0	0	128	128	./Scene/Yw_Xiaochizhen.path		xiaochizhen	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	110.54	104.17	110.54	104.17	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
112	妖兽突袭-小池镇-相位-入口NPC_ID：739	小池镇	4	112	14	2	1	0	0	0	128	128	./Scene/Yw_Xiaochizhen.path		xiaochizhen	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	67.09	90.52	67.09	90.52	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
113	妖兽突袭-小池镇-相位-入口NPC_ID：738	小池镇	4	113	14	2	1	0	0	0	128	128	./Scene/Yw_Xiaochizhen.path		xiaochizhen	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	76.23	25.08	76.23	25.08	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
114	妖兽突袭-小池镇-相位-入口NPC_ID：737	小池镇	4	114	14	2	1	0	0	0	128	128	./Scene/Yw_Xiaochizhen.path		xiaochizhen	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	14.55	59.21	14.55	59.21	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
115	妖兽突袭-小池镇-相位-入口NPC_ID：736	小池镇	4	115	14	2	1	0	0	0	128	128	./Scene/Yw_Xiaochizhen.path		xiaochizhen	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	55.69	38.35	55.69	38.35	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
116	妖兽突袭-小池镇-相位-入口NPC_ID：735	小池镇	4	116	14	2	1	0	0	0	128	128	./Scene/Yw_Xiaochizhen.path		xiaochizhen	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	22.1	20.98	22.1	20.98	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
117	妖兽突袭-流波山-相位-入口NPC_ID：735	流波山	23	117	14	2	1	0	0	0	128	128	./Scene/Yw_Liuboshan.path		liuboshan	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	16.96	11.42	16.96	11.42	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
118	妖兽突袭-流波山-相位-入口NPC_ID：736	流波山	23	118	14	2	1	0	0	0	128	128	./Scene/Yw_Liuboshan.path		liuboshan	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	58.2	13.6	58.2	13.6	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
119	妖兽突袭-流波山-相位-入口NPC_ID：737	流波山	23	119	14	2	1	0	0	0	128	128	./Scene/Yw_Liuboshan.path		liuboshan	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	94.14	9.86	94.14	9.86	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
120	妖兽突袭-流波山-相位-入口NPC_ID：738	流波山	23	120	14	2	1	0	0	0	128	128	./Scene/Yw_Liuboshan.path		liuboshan	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	98.3	69.2	98.3	69.2	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
121	妖兽突袭-流波山-相位-入口NPC_ID：739	流波山	23	121	14	2	1	0	0	0	128	128	./Scene/Yw_Liuboshan.path		liuboshan	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	43.9	108.66	43.9	108.66	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
122	妖兽突袭-流波山-相位-入口NPC_ID：740	流波山	23	122	14	2	1	0	0	0	128	128	./Scene/Yw_Liuboshan.path		liuboshan	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	19.83	57.24	19.83	57.24	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
123	妖兽突袭-焚香谷-相位-入口NPC_ID：735	焚香谷	29	123	14	2	1	0	0	0	128	128	./Scene/Yw_Fenxianggu.path		fenxianggu	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	34.78	27.08	34.78	27.08	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
124	妖兽突袭-焚香谷-相位-入口NPC_ID：736	焚香谷	29	124	14	2	1	0	0	0	128	128	./Scene/Yw_Fenxianggu.path		fenxianggu	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	72.13	40.82	72.13	40.82	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
125	妖兽突袭-焚香谷-相位-入口NPC_ID：737	焚香谷	29	125	14	2	1	0	0	0	128	128	./Scene/Yw_Fenxianggu.path		fenxianggu	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	104.27	20.74	104.27	20.74	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
126	妖兽突袭-焚香谷-相位-入口NPC_ID：738	焚香谷	29	126	14	2	1	0	0	0	128	128	./Scene/Yw_Fenxianggu.path		fenxianggu	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	23.73	78.69	23.73	78.69	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
127	妖兽突袭-焚香谷-相位-入口NPC_ID：739	焚香谷	29	127	14	2	1	0	0	0	128	128	./Scene/Yw_Fenxianggu.path		fenxianggu	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	65.6	99.01	65.6	99.01	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
128	妖兽突袭-焚香谷-相位-入口NPC_ID：740	焚香谷	29	128	14	2	1	0	0	0	128	128	./Scene/Yw_Fenxianggu.path		fenxianggu	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	119.59	93.73	119.59	93.73	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
129	妖兽突袭-大王村-相位-入口NPC_ID：735	大王村	30	129	14	2	1	0	0	0	128	128	./Scene/Yw_Dawangcun.path		dawangcun	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	22.17	24.39	22.17	24.39	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
130	妖兽突袭-大王村-相位-入口NPC_ID：736	大王村	30	130	14	2	1	0	0	0	128	128	./Scene/Yw_Dawangcun.path		dawangcun	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	31.06	63.09	31.06	63.09	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
131	妖兽突袭-大王村-相位-入口NPC_ID：737	大王村	30	131	14	2	1	0	0	0	128	128	./Scene/Yw_Dawangcun.path		dawangcun	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	33.3	105.64	33.3	105.64	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
132	妖兽突袭-大王村-相位-入口NPC_ID：738	大王村	30	132	14	2	1	0	0	0	128	128	./Scene/Yw_Dawangcun.path		dawangcun	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	104.89	14.6	104.89	14.6	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
133	妖兽突袭-大王村-相位-入口NPC_ID：739	大王村	30	133	14	2	1	0	0	0	128	128	./Scene/Yw_Dawangcun.path		dawangcun	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	77.95	51.62	77.95	51.62	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
134	妖兽突袭-大王村-相位-入口NPC_ID：740	大王村	30	134	14	2	1	0	0	0	128	128	./Scene/Yw_Dawangcun.path		dawangcun	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	110.11	102.86	110.11	102.86	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
135	妖兽突袭-死亡沼泽-相位-入口NPC_ID：735	死亡沼泽	22	135	14	2	1	0	0	0	128	128	./Scene/Yw_Xifangzhaoze.path		xifangzhaoze	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	18.78	6.88	18.78	6.88	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
136	妖兽突袭-死亡沼泽-相位-入口NPC_ID：736	死亡沼泽	22	136	14	2	1	0	0	0	128	128	./Scene/Yw_Xifangzhaoze.path		xifangzhaoze	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	107.9	13.59	107.9	13.59	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
137	妖兽突袭-死亡沼泽-相位-入口NPC_ID：737	死亡沼泽	22	137	14	2	1	0	0	0	128	128	./Scene/Yw_Xifangzhaoze.path		xifangzhaoze	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	97.13	58	97.13	58	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
138	妖兽突袭-死亡沼泽-相位-入口NPC_ID：738	死亡沼泽	22	138	14	2	1	0	0	0	128	128	./Scene/Yw_Xifangzhaoze.path		xifangzhaoze	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	19.06	67.87	19.06	67.87	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
139	妖兽突袭-死亡沼泽-相位-入口NPC_ID：739	死亡沼泽	22	139	14	2	1	0	0	0	128	128	./Scene/Yw_Xifangzhaoze.path		xifangzhaoze	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	37.35	106.25	37.35	106.25	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
140	妖兽突袭-死亡沼泽-相位-入口NPC_ID：740	死亡沼泽	22	140	14	2	1	0	0	0	128	128	./Scene/Yw_Xifangzhaoze.path		xifangzhaoze	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	106.64	114.65	106.64	114.65	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
141	妖兽突袭-七里峒-相位-入口NPC_ID：735	七里峒	19	141	14	2	1	0	0	0	128	128	./Scene/Yw_Qilitong.path		qilidong	384	384	128	206	29	0	-1	40	56	-1	18	80	100	1	1	1	1	18.45	10.64	18.45	10.64	-1	-1	1	1	1	-1	1	16	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
